index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
1344,"[25, 30[",Private,195105,HS-grad,9,Never-married,Sales,Not-in-family,*,Male,0,0,40,United-States,<=50K
1345,"[35, 40[",Private,184117,Bachelors,13,Never-married,Adm-clerical,Own-child,*,Female,0,0,40,United-States,<=50K
1347,"[15, 20[",?,145886,11th,7,Never-married,?,Own-child,*,Female,0,0,30,United-States,<=50K
1351,"[30, 35[",Self-emp-inc,199765,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,*,Male,7688,0,50,United-States,>50K
1353,"[35, 40[",Private,191161,Some-college,10,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,<=50K
1355,"[60, 65[",Self-emp-not-inc,30073,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,*,Male,0,1848,60,United-States,>50K
1358,"[35, 40[",Private,191161,HS-grad,9,Never-married,Sales,Not-in-family,*,Male,0,0,50,United-States,<=50K
1359,"[20, 25[",Private,181820,Some-college,10,Never-married,Machine-op-inspct,Own-child,*,Male,0,0,40,United-States,<=50K
1360,"[30, 35[",Private,105974,HS-grad,9,Never-married,Craft-repair,Not-in-family,*,Male,0,0,41,United-States,<=50K
1361,"[50, 55[",Private,146378,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,>50K
1362,"[20, 25[",Private,103440,HS-grad,9,Never-married,Other-service,Not-in-family,*,Female,0,0,24,United-States,<=50K
1365,"[45, 50[",Self-emp-inc,257764,HS-grad,9,Divorced,Exec-managerial,Unmarried,*,Female,0,0,40,United-States,<=50K
1366,"[45, 50[",Private,171301,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,*,Female,0,0,40,United-States,<=50K
1371,"[60, 65[",?,190997,HS-grad,9,Married-civ-spouse,?,Husband,*,Male,0,0,6,United-States,<=50K
1373,"[45, 50[",Self-emp-inc,98929,Bachelors,13,Married-civ-spouse,Sales,Husband,*,Male,0,0,52,United-States,<=50K
1376,"[40, 45[",Self-emp-not-inc,230684,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,55,United-States,<=50K
1377,"[50, 55[",Private,449257,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,*,Male,0,0,40,United-States,<=50K
1381,"[20, 25[",Private,37072,Bachelors,13,Never-married,Sales,Not-in-family,*,Male,0,0,50,United-States,<=50K
1382,"[25, 30[",Local-gov,163101,Bachelors,13,Never-married,Prof-specialty,Not-in-family,*,Male,0,0,45,United-States,<=50K
1383,"[15, 20[",Private,119075,Some-college,10,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,50,United-States,<=50K
1384,"[35, 40[",Self-emp-not-inc,137314,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,60,United-States,<=50K
1386,"[35, 40[",Private,349116,HS-grad,9,Never-married,Sales,Not-in-family,*,Male,0,0,44,United-States,<=50K
1388,"[15, 20[",?,194095,Some-college,10,Never-married,?,Own-child,*,Male,0,0,40,United-States,<=50K
1389,"[15, 20[",Private,46496,11th,7,Never-married,Other-service,Own-child,*,Male,0,0,5,United-States,<=50K
1390,"[25, 30[",Private,29904,Bachelors,13,Never-married,Tech-support,Not-in-family,*,Female,0,0,40,United-States,<=50K
1392,"[55, 60[",Private,226922,HS-grad,9,Divorced,Sales,Unmarried,*,Female,0,1762,30,United-States,<=50K
1393,"[15, 20[",Federal-gov,234151,HS-grad,9,Never-married,Adm-clerical,Unmarried,*,Female,0,0,40,United-States,<=50K
1396,"[50, 55[",Private,398212,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,*,Male,5013,0,40,United-States,<=50K
1397,"[50, 55[",Self-emp-not-inc,114758,Masters,14,Married-civ-spouse,Sales,Husband,*,Male,0,0,50,United-States,<=50K
1399,"[50, 55[",Private,137815,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,60,United-States,>50K
1400,"[40, 45[",Private,260696,HS-grad,9,Never-married,Adm-clerical,Not-in-family,*,Female,0,0,40,United-States,<=50K
1402,"[50, 55[",Private,113176,HS-grad,9,Divorced,Adm-clerical,Not-in-family,*,Female,0,0,40,United-States,<=50K
1403,"[30, 35[",Private,66815,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,50,United-States,<=50K
1408,"[35, 40[",Private,143912,HS-grad,9,Divorced,Transport-moving,Not-in-family,*,Male,0,0,50,United-States,<=50K
1409,"[30, 35[",Private,130021,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,40,United-States,<=50K
1412,"[35, 40[",Private,24342,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,40,United-States,>50K
1413,"[50, 55[",Private,34368,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,45,United-States,>50K
1415,"[25, 30[",State-gov,73211,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,20,United-States,<=50K
1416,"[30, 35[",Private,86723,HS-grad,9,Never-married,Other-service,Not-in-family,*,Male,0,0,52,United-States,<=50K
1417,"[30, 35[",Private,179186,Bachelors,13,Married-civ-spouse,Sales,Husband,*,Male,0,0,90,United-States,>50K
1418,"[30, 35[",Private,127610,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,*,Female,0,0,40,United-States,>50K
1419,"[45, 50[",Private,115070,Some-college,10,Never-married,Adm-clerical,Not-in-family,*,Female,0,0,40,United-States,<=50K
1420,"[15, 20[",?,172582,Some-college,10,Never-married,?,Own-child,*,Male,0,0,50,United-States,<=50K
1424,"[50, 55[",Federal-gov,130703,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,40,United-States,<=50K
1426,"[45, 50[",Self-emp-inc,36228,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,*,Male,4386,0,35,United-States,>50K
1428,"[15, 20[",Private,213644,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,*,Male,0,0,40,United-States,<=50K
1429,"[55, 60[",Private,173796,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,*,Male,0,1887,40,United-States,>50K
1433,"[15, 20[",?,169882,Some-college,10,Never-married,?,Own-child,*,Female,594,0,15,United-States,<=50K
1438,"[40, 45[",Self-emp-not-inc,141327,Masters,14,Divorced,Prof-specialty,Unmarried,*,Female,0,0,35,United-States,<=50K
1439,"[45, 50[",Private,67716,HS-grad,9,Married-civ-spouse,Sales,Husband,*,Male,0,0,40,United-States,>50K
1440,"[50, 55[",Self-emp-inc,175339,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,1672,60,United-States,<=50K
1441,"[60, 65[",?,347089,HS-grad,9,Married-civ-spouse,?,Husband,*,Male,0,0,16,United-States,<=50K
1442,"[35, 40[",Private,336595,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,50,United-States,>50K
1444,"[55, 60[",Self-emp-not-inc,145574,HS-grad,9,Married-civ-spouse,Other-service,Husband,*,Male,0,1902,60,United-States,>50K
1446,"[45, 50[",Self-emp-not-inc,256866,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,5013,0,40,United-States,<=50K
1447,"[40, 45[",Self-emp-not-inc,120837,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,66,United-States,<=50K
1448,"[50, 55[",Private,185283,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,45,United-States,>50K
1449,"[40, 45[",Self-emp-inc,229466,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,50,United-States,>50K
1450,"[25, 30[",Private,298225,HS-grad,9,Divorced,Craft-repair,Not-in-family,*,Male,0,0,50,United-States,<=50K
1452,"[15, 20[",?,333100,10th,6,Never-married,?,Own-child,*,Male,1055,0,30,United-States,<=50K
1453,"[45, 50[",Self-emp-inc,125892,Masters,14,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,50,United-States,>50K
1454,"[45, 50[",Private,563883,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,60,United-States,>50K
1455,"[55, 60[",Private,311249,HS-grad,9,Widowed,Adm-clerical,Unmarried,*,Female,0,0,38,United-States,<=50K
1456,"[25, 30[",Private,221757,HS-grad,9,Divorced,Craft-repair,Not-in-family,*,Male,3325,0,45,United-States,<=50K
1457,"[20, 25[",Private,310152,Some-college,10,Never-married,Transport-moving,Not-in-family,*,Male,0,0,40,United-States,<=50K
1459,"[40, 45[",Self-emp-inc,94113,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,60,United-States,>50K
1460,"[45, 50[",Self-emp-inc,192945,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,*,Male,7688,0,40,United-States,>50K
1462,"[30, 35[",Private,177675,Some-college,10,Never-married,Craft-repair,Not-in-family,*,Male,0,0,40,United-States,>50K
1463,"[35, 40[",Private,51100,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,40,United-States,>50K
1466,"[35, 40[",Private,67728,Some-college,10,Married-civ-spouse,Craft-repair,Husband,*,Male,0,2051,45,United-States,<=50K
1467,"[45, 50[",Private,101320,Masters,14,Divorced,Exec-managerial,Not-in-family,*,Female,0,0,75,United-States,<=50K
1469,"[40, 45[",Private,228535,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,*,Male,7298,0,36,United-States,>50K
1471,"[25, 30[",Private,98283,Bachelors,13,Never-married,Prof-specialty,Own-child,*,Male,0,0,40,United-States,<=50K
1472,"[25, 30[",Local-gov,216481,Bachelors,13,Never-married,Prof-specialty,Not-in-family,*,Female,0,0,40,United-States,<=50K
1474,"[20, 25[",Private,207940,Some-college,10,Never-married,Handlers-cleaners,Own-child,*,Female,0,0,36,United-States,<=50K
1475,"[45, 50[",Private,34248,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,38,United-States,<=50K
1476,"[35, 40[",Private,83727,HS-grad,9,Divorced,Other-service,Unmarried,*,Female,0,0,48,United-States,<=50K
1477,"[25, 30[",Private,183077,Assoc-voc,11,Never-married,Adm-clerical,Own-child,*,Female,0,0,40,United-States,<=50K
1478,"[15, 20[",Private,197850,11th,7,Never-married,Adm-clerical,Own-child,*,Female,0,0,24,United-States,<=50K
1479,"[30, 35[",Self-emp-not-inc,235271,Some-college,10,Never-married,Other-service,Not-in-family,*,Male,0,0,35,United-States,<=50K
1481,"[55, 60[",Private,255822,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,>50K
1482,"[50, 55[",Self-emp-inc,263925,HS-grad,9,Married-civ-spouse,Sales,Husband,*,Male,99999,0,40,United-States,>50K
1483,"[25, 30[",Private,256263,HS-grad,9,Never-married,Craft-repair,Not-in-family,*,Male,0,0,25,United-States,<=50K
1484,"[40, 45[",Local-gov,293535,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,40,United-States,>50K
1486,"[30, 35[",Private,57651,HS-grad,9,Never-married,Adm-clerical,Unmarried,*,Male,0,2001,42,United-States,<=50K
1487,"[25, 30[",Private,174592,HS-grad,9,Never-married,Other-service,Own-child,*,Female,0,0,25,United-States,<=50K
1488,"[55, 60[",Federal-gov,278763,HS-grad,9,Divorced,Adm-clerical,Unmarried,*,Female,0,0,40,United-States,<=50K
1490,"[30, 35[",Private,402812,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0,0,48,United-States,<=50K
1492,"[45, 50[",Private,103538,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,40,United-States,>50K
1493,"[50, 55[",State-gov,156877,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,*,Male,15024,0,35,United-States,>50K
1494,"[25, 30[",Private,23940,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,*,Male,0,0,40,United-States,<=50K
1495,"[25, 30[",Self-emp-inc,210295,11th,7,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,50,United-States,>50K
1498,"[35, 40[",Self-emp-not-inc,105021,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,55,United-States,>50K
1499,"[15, 20[",Private,225775,Some-college,10,Never-married,Adm-clerical,Not-in-family,*,Male,0,0,40,United-States,<=50K
1500,"[35, 40[",Self-emp-inc,395831,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,80,United-States,>50K
1502,"[20, 25[",Private,32732,Some-college,10,Never-married,Other-service,Not-in-family,*,Male,0,0,45,United-States,<=50K
1503,"[60, 65[",Self-emp-inc,179436,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,15024,0,55,United-States,>50K
1505,"[30, 35[",Private,123253,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,42,United-States,<=50K
1506,"[55, 60[",State-gov,48433,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,40,United-States,<=50K
1507,"[40, 45[",Private,245317,HS-grad,9,Married-civ-spouse,Sales,Husband,*,Male,0,0,50,United-States,<=50K
1508,"[20, 25[",Private,431745,Some-college,10,Never-married,Adm-clerical,Not-in-family,*,Female,0,0,14,United-States,<=50K
1509,"[40, 45[",State-gov,436006,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,40,United-States,<=50K
1511,"[30, 35[",Self-emp-not-inc,167990,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,*,Male,15024,0,65,United-States,>50K
1512,"[35, 40[",Self-emp-inc,217054,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,35,United-States,>50K
1516,"[45, 50[",Private,155489,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,58,United-States,>50K
1518,"[25, 30[",Private,212495,Bachelors,13,Never-married,Exec-managerial,Own-child,*,Male,0,1340,40,United-States,<=50K
1519,"[15, 20[",Local-gov,32124,9th,5,Never-married,Other-service,Own-child,*,Male,0,0,9,United-States,<=50K
1524,"[25, 30[",Local-gov,166295,Bachelors,13,Never-married,Prof-specialty,Not-in-family,*,Male,0,2339,55,United-States,<=50K
1525,"[20, 25[",Private,231286,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,*,Male,0,0,15,United-States,<=50K
1527,"[45, 50[",Private,176026,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,*,Male,0,0,40,United-States,<=50K
1528,"[50, 55[",Private,118025,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,99999,0,50,United-States,>50K
1529,"[35, 40[",Private,26898,HS-grad,9,Divorced,Exec-managerial,Unmarried,*,Female,0,0,12,United-States,<=50K
1530,"[45, 50[",Private,232628,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,<=50K
1532,"[45, 50[",Private,125421,Masters,14,Divorced,Exec-managerial,Unmarried,*,Female,0,0,40,United-States,>50K
1536,"[30, 35[",Private,122116,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,40,United-States,<=50K
1537,"[40, 45[",Private,75742,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,*,Male,0,0,40,United-States,<=50K
1540,"[25, 30[",State-gov,197156,HS-grad,9,Divorced,Adm-clerical,Own-child,*,Female,0,0,30,United-States,<=50K
1541,"[60, 65[",Private,162245,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,1628,70,United-States,<=50K
1543,"[55, 60[",Local-gov,165695,Some-college,10,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,<=50K
1545,"[25, 30[",Private,168107,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,<=50K
1546,"[15, 20[",Private,163494,10th,6,Never-married,Sales,Own-child,*,Male,0,0,30,United-States,<=50K
1547,"[35, 40[",Private,180342,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,40,United-States,<=50K
1548,"[40, 45[",Private,122381,Some-college,10,Married-civ-spouse,Craft-repair,Husband,*,Male,0,1887,50,United-States,>50K
1550,"[20, 25[",Private,200973,HS-grad,9,Never-married,Adm-clerical,Own-child,*,Female,0,0,40,United-States,<=50K
1551,"[15, 20[",Private,130806,10th,6,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,24,United-States,<=50K
1553,"[20, 25[",Private,213977,Some-college,10,Never-married,Adm-clerical,Not-in-family,*,Female,0,0,40,United-States,<=50K
1556,"[20, 25[",Private,315877,Bachelors,13,Never-married,Adm-clerical,Not-in-family,*,Male,0,0,30,United-States,<=50K
1558,"[25, 30[",Private,352057,HS-grad,9,Never-married,Transport-moving,Not-in-family,*,Male,0,0,65,United-States,<=50K
1559,"[20, 25[",Private,236684,Some-college,10,Never-married,Other-service,Other-relative,*,Female,0,0,8,United-States,<=50K
1560,"[15, 20[",Private,208447,12th,8,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,6,United-States,<=50K
1561,"[45, 50[",Private,149640,Some-college,10,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,<=50K
1564,"[40, 45[",Federal-gov,141459,HS-grad,9,Separated,Other-service,Other-relative,*,Female,0,0,40,United-States,<=50K
1566,"[25, 30[",Private,111900,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,*,Male,0,0,40,United-States,<=50K
1568,"[40, 45[",Local-gov,160574,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,<=50K
1569,"[20, 25[",?,174714,Some-college,10,Never-married,?,Own-child,*,Male,0,0,16,United-States,<=50K
1572,"[20, 25[",Private,198148,Some-college,10,Never-married,Other-service,Own-child,*,Male,0,0,30,United-States,<=50K
1573,"[15, 20[",Private,124265,Some-college,10,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,40,United-States,<=50K
1576,"[35, 40[",Self-emp-not-inc,257250,HS-grad,9,Never-married,Farming-fishing,Not-in-family,*,Male,0,0,52,United-States,<=50K
1577,"[20, 25[",State-gov,147253,Some-college,10,Never-married,Tech-support,Not-in-family,*,Male,0,0,50,United-States,<=50K
1578,"[30, 35[",Local-gov,244268,Bachelors,13,Never-married,Prof-specialty,Not-in-family,*,Male,0,0,50,United-States,<=50K
1579,"[70, 75[",?,213255,HS-grad,9,Widowed,?,Not-in-family,*,Female,0,0,8,United-States,<=50K
1580,"[25, 30[",Private,266912,HS-grad,9,Married-civ-spouse,Sales,Husband,*,Male,0,0,50,United-States,>50K
1582,"[25, 30[",Private,200511,Bachelors,13,Married-civ-spouse,Sales,Husband,*,Male,0,0,50,United-States,<=50K
1584,"[45, 50[",Self-emp-not-inc,65535,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,*,Male,0,0,50,United-States,<=50K
1585,"[40, 45[",Private,103395,Some-college,10,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,45,United-States,>50K
1587,"[25, 30[",Self-emp-not-inc,125442,HS-grad,9,Divorced,Craft-repair,Own-child,*,Male,0,0,40,United-States,<=50K
1588,"[20, 25[",Private,169188,HS-grad,9,Never-married,Exec-managerial,Own-child,*,Female,0,0,20,United-States,<=50K
1589,"[20, 25[",Private,121471,Bachelors,13,Never-married,Adm-clerical,Not-in-family,*,Female,0,0,40,United-States,<=50K
1591,"[25, 30[",Local-gov,46097,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,40,United-States,<=50K
1592,"[20, 25[",?,206671,Some-college,10,Never-married,?,Own-child,*,Male,1055,0,50,United-States,<=50K
1596,"[30, 35[",Local-gov,119829,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,*,Female,0,0,60,United-States,<=50K
1597,"[35, 40[",Private,910398,Bachelors,13,Never-married,Sales,Not-in-family,*,Female,0,0,40,United-States,<=50K
1599,"[20, 25[",Private,216129,Bachelors,13,Never-married,Sales,Not-in-family,*,Male,0,0,50,United-States,<=50K
1600,"[30, 35[",Private,27207,11th,7,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,45,United-States,<=50K
1602,"[20, 25[",State-gov,178818,Some-college,10,Never-married,Prof-specialty,Own-child,*,Female,0,0,20,United-States,<=50K
1603,"[55, 60[",Private,236944,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,*,Male,0,0,40,United-States,>50K
1608,"[35, 40[",Private,379350,10th,6,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,<=50K
1613,"[50, 55[",Private,53833,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,*,Male,0,0,40,United-States,>50K
1614,"[25, 30[",Private,161007,Bachelors,13,Never-married,Adm-clerical,Own-child,*,Male,0,0,30,United-States,<=50K
1616,"[45, 50[",Private,370119,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,*,Male,99999,0,60,United-States,>50K
1619,"[35, 40[",Local-gov,107513,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,40,United-States,<=50K
1620,"[45, 50[",Self-emp-not-inc,58683,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0,0,70,United-States,>50K
1621,"[40, 45[",Self-emp-not-inc,179557,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,1977,45,United-States,>50K
1623,"[40, 45[",Private,147206,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,40,United-States,<=50K
1624,"[30, 35[",Private,175548,HS-grad,9,Never-married,Other-service,Not-in-family,*,Female,0,0,35,United-States,<=50K
1625,"[60, 65[",Self-emp-not-inc,163174,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,35,United-States,>50K
1626,"[50, 55[",Private,126010,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,<=50K
1628,"[45, 50[",Private,428350,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,*,Female,0,1740,40,United-States,<=50K
1635,"[55, 60[",Private,175942,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,50,United-States,>50K
1637,"[25, 30[",Private,89718,HS-grad,9,Never-married,Sales,Not-in-family,*,Female,2202,0,48,United-States,<=50K
1638,"[30, 35[",Self-emp-inc,175761,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,60,United-States,>50K
1639,"[50, 55[",Private,206369,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,*,Male,5178,0,50,United-States,>50K
1640,"[50, 55[",Private,158993,HS-grad,9,Divorced,Other-service,Other-relative,*,Female,0,0,38,United-States,<=50K
1641,"[40, 45[",Private,285066,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,45,United-States,>50K
1642,"[45, 50[",Private,126754,Masters,14,Married-civ-spouse,Prof-specialty,Husband,*,Male,15024,0,40,United-States,>50K
1646,"[30, 35[",Private,240763,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,*,Male,0,0,40,United-States,<=50K
1647,"[30, 35[",Private,39054,HS-grad,9,Married-civ-spouse,Sales,Husband,*,Male,0,0,40,United-States,<=50K
1648,"[35, 40[",Private,119272,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,55,United-States,>50K
1650,"[15, 20[",Private,323421,Some-college,10,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,20,United-States,<=50K
1651,"[35, 40[",Self-emp-not-inc,136028,9th,5,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,30,United-States,<=50K
1652,"[25, 30[",Self-emp-not-inc,163189,HS-grad,9,Never-married,Sales,Own-child,*,Male,0,0,40,United-States,<=50K
1653,"[30, 35[",Local-gov,202729,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,*,Male,0,0,40,United-States,<=50K
1654,"[40, 45[",Private,421871,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,>50K
1657,"[45, 50[",Private,198901,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,48,United-States,<=50K
1658,"[15, 20[",Private,214617,Some-college,10,Never-married,Sales,Own-child,*,Male,0,0,16,United-States,<=50K
1659,"[55, 60[",Self-emp-not-inc,179715,10th,6,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,18,United-States,<=50K
1660,"[45, 50[",Local-gov,107231,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,*,Male,0,2002,40,United-States,<=50K
1661,"[40, 45[",Private,110355,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,40,United-States,>50K
1662,"[40, 45[",Private,184378,Bachelors,13,Never-married,Prof-specialty,Not-in-family,*,Male,0,0,40,United-States,<=50K
1664,"[40, 45[",Private,443040,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,*,Male,0,0,40,United-States,<=50K
1666,"[50, 55[",Self-emp-inc,160151,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0,0,60,United-States,>50K
1668,"[50, 55[",Private,94391,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,*,Male,0,0,40,United-States,<=50K
1669,"[45, 50[",Private,99835,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,60,United-States,>50K
1670,"[40, 45[",Private,43711,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,*,Male,7688,0,40,United-States,>50K
1673,"[20, 25[",Private,180052,Some-college,10,Never-married,Sales,Own-child,*,Male,0,0,20,United-States,<=50K
1677,"[20, 25[",Private,38455,Some-college,10,Never-married,Craft-repair,Not-in-family,*,Male,0,0,40,United-States,<=50K
1678,"[25, 30[",Federal-gov,128059,Some-college,10,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,50,United-States,<=50K
1679,"[30, 35[",Private,420895,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,40,United-States,<=50K
1680,"[35, 40[",Private,166744,HS-grad,9,Divorced,Other-service,Unmarried,*,Female,0,0,12,United-States,<=50K
1681,"[25, 30[",Private,238768,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,*,Male,0,0,60,United-States,<=50K
1682,"[40, 45[",Private,176270,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,*,Male,99999,0,60,United-States,>50K
1684,"[20, 25[",Self-emp-not-inc,211466,HS-grad,9,Never-married,Transport-moving,Own-child,*,Male,0,0,80,United-States,<=50K
1685,"[35, 40[",Private,188540,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,1902,45,United-States,>50K
1686,"[40, 45[",Private,39581,HS-grad,9,Never-married,Other-service,Not-in-family,*,Female,0,0,45,United-States,<=50K
1687,"[35, 40[",Private,171150,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,1887,50,United-States,>50K
1689,"[40, 45[",Private,145160,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,*,Male,0,0,40,United-States,>50K
1690,"[25, 30[",Private,28520,HS-grad,9,Never-married,Other-service,Not-in-family,*,Female,0,0,40,United-States,<=50K
1691,"[15, 20[",Private,103851,11th,7,Never-married,Adm-clerical,Own-child,*,Female,1055,0,20,United-States,<=50K
1692,"[15, 20[",Private,375077,HS-grad,9,Never-married,Sales,Own-child,*,Male,0,0,50,United-States,<=50K
1694,"[40, 45[",Private,151504,Some-college,10,Married-civ-spouse,Sales,Husband,*,Male,0,0,50,United-States,<=50K
1695,"[50, 55[",Private,415287,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,*,Male,0,1902,40,United-States,>50K
1697,"[35, 40[",Private,123606,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,*,Male,0,0,40,United-States,<=50K
