,index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
5651,5815,*,*,67716,*,*,Spouse present,*,Husband,*,Male,0,0,60,*,<=50K
5652,5816,*,*,178951,*,*,Spouse present,*,Husband,*,Male,0,0,45,*,<=50K
5653,5817,*,*,241126,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,>50K
5654,5818,*,*,176544,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,48,*,<=50K
5655,5819,*,*,169180,*,*,Spouse not present,*,Unmarried,*,Female,0,0,45,*,<=50K
5656,5820,*,*,282461,*,*,Spouse present,*,Husband,*,Male,0,0,60,*,<=50K
5657,5821,*,*,157069,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,>50K
5658,5822,*,*,99357,*,*,Spouse present,*,Wife,*,Female,15024,0,50,*,>50K
5659,5823,*,*,414991,*,*,Spouse present,*,Husband,*,Male,0,0,70,*,<=50K
5660,5824,*,*,338316,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5661,5825,*,*,59612,*,*,Spouse not present,*,Unmarried,*,Male,0,0,70,*,<=50K
5662,5826,*,*,220426,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,*,<=50K
5663,5827,*,*,115912,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5664,5828,*,*,27032,*,*,Spouse not present,*,Own-child,*,Female,0,0,12,*,<=50K
5665,5829,*,*,170720,*,*,Spouse not present,*,Own-child,*,Male,0,0,16,*,<=50K
5666,5830,*,*,183162,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
5667,5831,*,*,192360,*,*,Spouse present,*,Husband,*,Male,0,0,35,*,>50K
5668,5832,*,*,165694,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,15,*,<=50K
5669,5833,*,*,128553,*,*,Spouse not present,*,Own-child,*,Female,0,0,40,*,<=50K
5670,5834,*,*,209423,*,*,Spouse present,*,Husband,*,Male,0,0,38,*,<=50K
5671,5835,*,*,121510,*,*,Spouse not present,*,Unmarried,*,Male,0,0,55,*,<=50K
5672,5836,*,*,93793,*,*,Spouse present,*,Husband,*,Male,0,0,38,*,>50K
5673,5837,*,*,133602,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,*,<=50K
5674,5838,*,*,391329,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,30,*,<=50K
5675,5839,*,*,96359,*,*,Spouse present,*,Husband,*,Male,0,0,60,*,>50K
5676,5840,*,*,203894,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,24,*,<=50K
5677,5841,*,*,196193,*,*,Spouse not present,*,Other-relative,*,Male,0,0,60,*,<=50K
5678,5842,*,*,195994,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
5679,5843,*,*,50879,*,*,Spouse not present,*,Own-child,*,Male,0,0,6,*,<=50K
5680,5844,*,*,186849,*,*,Spouse not present,*,Own-child,*,Male,0,0,40,*,<=50K
5681,5845,*,*,201127,*,*,Spouse present,*,Husband,*,Male,0,0,50,*,<=50K
5682,5846,*,*,110998,*,*,Spouse not present,*,Other-relative,*,Female,0,0,36,*,<=50K
5683,5847,*,*,190466,*,*,Spouse not present,*,Own-child,*,Male,2174,0,40,*,<=50K
5684,5848,*,*,173935,*,*,Spouse present,*,Husband,*,Male,0,0,8,*,>50K
5685,5849,*,*,167140,*,*,Spouse not present,*,Own-child,*,Male,0,1602,24,*,<=50K
5686,5850,*,*,110230,*,*,Spouse not present,*,Own-child,*,Male,0,0,11,*,<=50K
5687,5851,*,*,287658,*,*,Spouse not present,*,Own-child,*,Male,0,0,40,*,<=50K
5688,5852,*,*,224954,*,*,Spouse not present,*,Own-child,*,Male,0,0,25,*,<=50K
5689,5853,*,*,394820,*,*,Spouse not present,*,Unmarried,*,Female,0,0,20,*,<=50K
5690,5854,*,*,37618,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5691,5855,*,*,29306,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5692,5856,*,*,37314,*,*,Spouse present,*,Husband,*,Male,5013,0,40,*,<=50K
5693,5857,*,*,420749,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,>50K
5694,5858,*,*,482732,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,*,<=50K
5695,5859,*,*,206215,*,*,Spouse not present,*,Own-child,*,Female,0,0,40,*,<=50K
5696,5860,*,*,101364,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5697,5861,*,*,185369,*,*,Spouse present,*,Husband,*,Male,0,0,30,*,<=50K
5698,5862,*,*,216856,*,*,Spouse present,*,Husband,*,Male,0,0,50,*,<=50K
5699,5863,*,*,256019,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,35,*,<=50K
5700,5864,*,*,348144,*,*,Spouse not present,*,Not-in-family,*,Male,3325,0,53,*,<=50K
5701,5865,*,*,190293,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
5702,5866,*,*,25932,*,*,Spouse present,*,Husband,*,Male,0,0,60,*,<=50K
5703,5867,*,*,176729,*,*,Spouse present,*,Husband,*,Male,0,0,60,*,>50K
5704,5868,*,*,166961,*,*,Spouse not present,*,Own-child,*,Female,0,0,20,*,<=50K
5705,5869,*,*,86373,*,*,Spouse present,*,Husband,*,Male,0,0,50,*,<=50K
5706,5870,*,*,320513,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,50,*,<=50K
5707,5871,*,*,190290,*,*,Spouse present,*,Husband,*,Male,0,0,38,*,>50K
5708,5872,*,*,111891,*,*,Spouse not present,*,Unmarried,*,Female,0,0,40,*,<=50K
5709,5873,*,*,45796,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5710,5874,*,*,108496,*,*,Spouse not present,*,Not-in-family,*,Male,2907,0,40,*,<=50K
5711,5875,*,*,120539,*,*,Spouse present,*,Husband,*,Male,3103,0,40,*,>50K
5712,5876,*,*,164526,*,*,Spouse not present,*,Not-in-family,*,Male,10520,0,45,*,>50K
5713,5877,*,*,323155,*,*,Spouse present,*,Husband,*,Male,0,0,85,*,<=50K
5714,5878,*,*,65389,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,30,*,<=50K
5715,5879,*,*,414871,*,*,Spouse not present,*,Own-child,*,Male,0,0,40,*,<=50K
5716,5880,*,*,161607,*,*,Spouse present,*,Husband,*,Male,0,0,45,*,<=50K
5717,5881,*,*,224953,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5718,5882,*,*,261382,*,*,Spouse present,*,Husband,*,Male,15024,0,45,*,>50K
5719,5883,*,*,231818,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,*,<=50K
5720,5884,*,*,184018,*,*,Spouse not present,*,Unmarried,*,Male,1151,0,50,*,<=50K
5721,5885,*,*,133060,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5722,5886,*,*,35032,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5723,5887,*,*,304212,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,50,*,<=50K
5724,5888,*,*,50442,*,*,Spouse not present,*,Other-relative,*,Male,0,0,40,*,<=50K
5725,5889,*,*,146091,*,*,Spouse present,*,Wife,*,Female,0,0,20,*,>50K
5726,5890,*,*,267431,*,*,Spouse not present,*,Own-child,*,Female,0,0,20,*,<=50K
5727,5891,*,*,121240,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,30,*,<=50K
5728,5892,*,*,192572,*,*,Spouse not present,*,Own-child,*,Female,0,0,45,*,<=50K
5729,5893,*,*,211028,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
5730,5894,*,*,346122,*,*,Spouse present,*,Husband,*,Male,5013,0,45,*,<=50K
5731,5895,*,*,202203,*,*,Spouse not present,*,Other-relative,*,Female,0,0,50,*,<=50K
5732,5896,*,*,159297,*,*,Spouse not present,*,Own-child,*,Female,0,0,15,*,<=50K
5733,5897,*,*,310158,*,*,Spouse not present,*,Own-child,*,Male,0,0,30,*,<=50K
5734,5898,*,*,193246,*,*,Spouse present,*,Husband,*,Male,0,0,42,*,>50K
5735,5899,*,*,200089,*,*,Spouse present,*,Other-relative,*,Male,0,0,40,*,<=50K
5736,5900,*,*,38353,*,*,Spouse present,*,Husband,*,Male,0,0,45,*,<=50K
5737,5901,*,*,76280,*,*,Spouse present,*,Wife,*,Female,0,0,40,*,<=50K
5738,5902,*,*,243665,*,*,Spouse present,*,Husband,*,Male,0,0,50,*,<=50K
5739,5904,*,*,103596,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5740,5905,*,*,88055,*,*,Spouse present,*,Husband,*,Male,0,0,24,*,<=50K
5741,5906,*,*,186203,*,*,Spouse present,*,Husband,*,Male,0,0,50,*,<=50K
5742,5907,*,*,257910,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,50,*,<=50K
5743,5908,*,*,200227,*,*,Spouse present,*,Wife,*,Female,0,0,40,*,<=50K
5744,5909,*,*,124975,*,*,Spouse not present,*,Unmarried,*,Male,27828,0,55,*,>50K
5745,5910,*,*,227669,*,*,Spouse not present,*,Own-child,*,Female,0,0,40,*,<=50K
5746,5911,*,*,117210,*,*,Spouse not present,*,Own-child,*,Male,0,0,25,*,<=50K
5747,5912,*,*,76144,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,50,*,<=50K
5748,5913,*,*,98667,*,*,Spouse not present,*,Own-child,*,Female,0,0,16,*,<=50K
5749,5914,*,*,155818,*,*,Spouse present,*,Wife,*,Female,0,0,44,*,<=50K
5750,5915,*,*,283760,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
5751,5916,*,*,281907,*,*,Spouse present,*,Husband,*,Male,0,0,3,*,<=50K
5752,5917,*,*,186183,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,>50K
5753,5918,*,*,202153,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5754,5919,*,*,365683,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,>50K
5755,5920,*,*,187538,*,*,Spouse not present,*,Unmarried,*,Female,0,0,40,*,<=50K
5756,5921,*,*,209432,*,*,Spouse not present,*,Unmarried,*,Female,0,0,20,*,<=50K
5757,5922,*,*,126950,*,*,Spouse present,*,Husband,*,Male,0,0,60,*,<=50K
5758,5923,*,*,110028,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5759,5924,*,*,104660,*,*,Spouse not present,*,Unmarried,*,Male,0,0,45,*,<=50K
5760,5925,*,*,437281,*,*,Spouse present,*,Husband,*,Male,0,0,38,*,>50K
5761,5926,*,*,259643,*,*,Spouse not present,*,Not-in-family,*,Male,4650,0,40,*,<=50K
5762,5927,*,*,217961,*,*,Spouse not present,*,Own-child,*,Male,0,1719,30,*,<=50K
5763,5928,*,*,134746,*,*,Spouse not present,*,Own-child,*,Female,0,0,35,*,<=50K
5764,5929,*,*,120539,*,*,Spouse present,*,Husband,*,Male,0,0,50,*,>50K
5765,5930,*,*,25803,*,*,Spouse present,*,Husband,*,Male,0,0,55,*,<=50K
5766,5931,*,*,63596,*,*,Spouse present,*,Wife,*,Female,0,0,32,*,>50K
5767,5932,*,*,325493,*,*,Spouse not present,*,Own-child,*,Male,0,0,40,*,<=50K
5768,5933,*,*,211239,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5769,5934,*,*,206686,*,*,Spouse not present,*,Unmarried,*,Female,0,0,40,*,<=50K
5770,5935,*,*,427965,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
5771,5936,*,*,218550,*,*,Spouse not present,*,Not-in-family,*,Female,14084,0,16,*,>50K
5772,5937,*,*,163385,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,35,*,>50K
5773,5938,*,*,124993,*,*,Spouse not present,*,Own-child,*,Male,0,0,55,*,<=50K
5774,5939,*,*,107410,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5775,5940,*,*,152373,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,48,*,>50K
5776,5941,*,*,161226,*,*,Spouse present,*,Wife,*,Female,0,0,30,*,>50K
5777,5942,*,*,213799,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,*,<=50K
5778,5943,*,*,204461,*,*,Spouse present,*,Husband,*,Male,0,0,55,*,>50K
5779,5944,*,*,377798,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,50,*,>50K
5780,5945,*,*,116375,*,*,Spouse not present,*,Own-child,*,Female,0,0,40,*,<=50K
5781,5946,*,*,210164,*,*,Spouse present,*,Husband,*,Male,0,1740,40,*,<=50K
5782,5947,*,*,258752,*,*,Spouse present,*,Husband,*,Male,0,0,60,*,<=50K
5783,5948,*,*,327435,*,*,Spouse present,*,Wife,*,Female,0,0,36,*,>50K
5784,5949,*,*,301199,*,*,Spouse not present,*,Own-child,*,Female,0,0,20,*,<=50K
5785,5950,*,*,186221,*,*,Spouse not present,*,Unmarried,*,Female,0,0,35,*,<=50K
5786,5951,*,*,203924,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,50,*,<=50K
5787,5952,*,*,192236,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,45,*,<=50K
5788,5953,*,*,152035,*,*,Spouse not present,*,Unmarried,*,Female,0,0,40,*,<=50K
5789,5954,*,*,201454,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
5790,5955,*,*,156580,*,*,Spouse present,*,Wife,*,Female,0,0,37,*,>50K
5791,5956,*,*,115851,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5792,5957,*,*,106753,*,*,Spouse present,*,Husband,*,Male,0,1740,40,*,<=50K
5793,5958,*,*,359292,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5794,5959,*,*,83003,*,*,Spouse present,*,Wife,*,Female,0,0,40,*,<=50K
5795,5960,*,*,78817,*,*,Spouse not present,*,Own-child,*,Female,0,0,20,*,<=50K
5796,5961,*,*,200967,*,*,Spouse present,*,Wife,*,Female,0,0,36,*,<=50K
5797,5962,*,*,107164,*,*,Spouse not present,*,Own-child,*,Male,0,0,40,*,<=50K
5798,5963,*,*,189674,*,*,Spouse not present,*,Unmarried,*,Female,0,0,28,*,<=50K
5799,5964,*,*,90614,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,50,*,<=50K
5800,5965,*,*,323790,*,*,Spouse present,*,Husband,*,Male,0,1977,70,*,>50K
5801,5966,*,*,242552,*,*,Spouse not present,*,Other-relative,*,Male,0,0,35,*,<=50K
5802,5967,*,*,90935,*,*,Spouse not present,*,Own-child,*,Male,0,0,40,*,<=50K
5803,5968,*,*,165667,*,*,Spouse present,*,Husband,*,Male,7688,0,60,*,>50K
5804,5969,*,*,162604,*,*,Spouse not present,*,Other-relative,*,Male,0,0,40,*,<=50K
5805,5970,*,*,205424,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,*,>50K
5806,5972,*,*,184857,*,*,Spouse present,*,Husband,*,Male,0,0,16,*,<=50K
5807,5973,*,*,165226,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
5808,5974,*,*,115784,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5809,5975,*,*,368476,*,*,Spouse present,*,Husband,*,Male,0,0,24,*,<=50K
5810,5976,*,*,53063,*,*,Spouse present,*,Husband,*,Male,0,0,45,*,<=50K
5811,5978,*,*,153471,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,35,*,<=50K
5812,5979,*,*,107164,*,*,Spouse not present,*,Not-in-family,*,Male,0,2559,50,*,>50K
5813,5980,*,*,180303,*,*,Spouse present,*,Husband,*,Male,0,0,50,*,>50K
5814,5981,*,*,236321,*,*,Spouse not present,*,Own-child,*,Male,0,0,25,*,<=50K
5815,5982,*,*,141868,*,*,Spouse not present,*,Own-child,*,Male,0,0,40,*,<=50K
5816,5983,*,*,367655,*,*,Spouse not present,*,Own-child,*,Male,0,0,40,*,<=50K
5817,5984,*,*,203518,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
5818,5985,*,*,119558,*,*,Spouse present,*,Husband,*,Male,0,0,50,*,>50K
5819,5986,*,*,108276,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
5820,5987,*,*,385452,*,*,Spouse not present,*,Unmarried,*,Female,0,0,40,*,<=50K
5821,5988,*,*,162003,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,*,<=50K
5822,5989,*,*,349028,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5823,5990,*,*,45114,*,*,Spouse not present,*,Own-child,*,Female,0,0,40,*,<=50K
5824,5991,*,*,112797,*,*,Spouse not present,*,Own-child,*,Female,0,0,50,*,<=50K
5825,5992,*,*,183639,*,*,Spouse not present,*,Unmarried,*,Male,0,0,40,*,<=50K
5826,5993,*,*,177121,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,35,*,<=50K
5827,5994,*,*,239755,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5828,5995,*,*,150361,*,*,Spouse not present,*,Own-child,*,Female,0,0,40,*,<=50K
5829,5996,*,*,293091,*,*,Spouse not present,*,Own-child,*,Male,0,0,60,*,<=50K
5830,5997,*,*,200089,*,*,Spouse present,*,Husband,*,Male,0,0,60,*,>50K
5831,5998,*,*,91836,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,45,*,<=50K
5832,5999,*,*,324960,*,*,Spouse not present,*,Other-relative,*,Male,0,0,40,*,<=50K
5833,6000,*,*,84616,*,*,Spouse present,*,Husband,*,Male,0,0,7,*,<=50K
5834,6001,*,*,252930,*,*,Spouse not present,*,Unmarried,*,Female,0,0,42,*,<=50K
5835,6002,*,*,44000,*,*,Spouse present,*,Wife,*,Female,99999,0,50,*,>50K
5836,6003,*,*,154843,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5837,6004,*,*,99307,*,*,Spouse present,*,Husband,*,Male,3103,0,48,*,>50K
5838,6005,*,*,182567,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,>50K
5839,6007,*,*,100109,*,*,Spouse not present,*,Unmarried,*,Male,0,0,45,*,>50K
5840,6008,*,*,114927,*,*,Spouse present,*,Husband,*,Male,7298,0,40,*,>50K
5841,6009,*,*,121287,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,*,<=50K
5842,6010,*,*,189916,*,*,Spouse present,*,Wife,*,Female,0,0,30,*,>50K
5843,6011,*,*,157747,*,*,Spouse present,*,Husband,*,Male,7298,0,40,*,>50K
5844,6012,*,*,39232,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,45,*,<=50K
5845,6013,*,*,133861,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,*,<=50K
5846,6014,*,*,505980,*,*,Spouse not present,*,Own-child,*,Male,0,0,40,*,<=50K
5847,6015,*,*,183374,*,*,Spouse not present,*,Not-in-family,*,Female,2329,0,15,*,<=50K
5848,6016,*,*,193216,*,*,Spouse present,*,Husband,*,Male,9386,0,40,*,>50K
5849,6017,*,*,140752,*,*,Spouse present,*,Husband,*,Male,0,0,50,*,>50K
5850,6018,*,*,549349,*,*,Spouse not present,*,Own-child,*,Male,0,0,40,*,<=50K
5851,6019,*,*,179008,*,*,Spouse present,*,Husband,*,Male,0,0,50,*,<=50K
5852,6020,*,*,190554,*,*,Spouse not present,*,Own-child,*,Male,0,0,60,*,>50K
5853,6021,*,*,80924,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,35,*,<=50K
5854,6022,*,*,319054,*,*,Spouse present,*,Husband,*,Male,0,0,60,*,<=50K
5855,6023,*,*,297094,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5856,6024,*,*,170562,*,*,Spouse present,*,Husband,*,Male,0,0,60,*,>50K
5857,6025,*,*,240738,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,>50K
5858,6026,*,*,297544,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5859,6027,*,*,169905,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5860,6028,*,*,149637,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
5861,6029,*,*,182526,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
5862,6030,*,*,158315,*,*,Spouse present,*,Husband,*,Male,0,0,50,*,>50K
5863,6031,*,*,227232,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,30,*,<=50K
5864,6032,*,*,96483,*,*,Spouse not present,*,Not-in-family,*,Female,8614,0,60,*,>50K
5865,6033,*,*,286970,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5866,6034,*,*,223529,*,*,Spouse not present,*,Own-child,*,Male,0,0,43,*,<=50K
5867,6035,*,*,316261,*,*,Spouse not present,*,Not-in-family,*,Male,99999,0,20,*,>50K
5868,6036,*,*,170214,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,>50K
5869,6037,*,*,224361,*,*,Spouse present,*,Husband,*,Male,0,0,75,*,<=50K
5870,6038,*,*,124919,*,*,Spouse present,*,Husband,*,Male,0,0,60,*,<=50K
5871,6039,*,*,103654,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,20,*,<=50K
5872,6040,*,*,306352,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5873,6041,*,*,227858,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,48,*,<=50K
5874,6042,*,*,150533,*,*,Spouse present,*,Husband,*,Male,0,0,68,*,>50K
5875,6043,*,*,144478,*,*,Spouse not present,*,Own-child,*,Male,0,0,40,*,<=50K
5876,6044,*,*,254547,*,*,Spouse not present,*,Other-relative,*,Female,0,0,30,*,<=50K
5877,6045,*,*,313243,*,*,Spouse present,*,Husband,*,Male,0,0,55,*,>50K
5878,6046,*,*,149981,*,*,Spouse present,*,Wife,*,Female,2414,0,5,*,<=50K
5879,6047,*,*,125461,*,*,Spouse not present,*,Unmarried,*,Male,0,0,40,*,<=50K
5880,6048,*,*,306967,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
5881,6049,*,*,192976,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5882,6050,*,*,192133,*,*,Spouse present,*,Husband,*,Male,2290,0,40,*,<=50K
5883,6051,*,*,131608,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,10,*,<=50K
5884,6052,*,*,339388,*,*,Spouse not present,*,Unmarried,*,Male,0,0,40,*,<=50K
5885,6053,*,*,203240,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
5886,6054,*,*,83827,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,24,*,<=50K
5887,6055,*,*,160440,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,42,*,<=50K
5888,6056,*,*,108502,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,42,*,<=50K
5889,6057,*,*,410913,*,*,Spouse not present,*,Unmarried,*,Male,0,0,40,*,<=50K
5890,6058,*,*,193818,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,*,<=50K
5891,6059,*,*,163582,*,*,Spouse not present,*,Unmarried,*,Female,0,0,16,*,<=50K
5892,6060,*,*,103789,*,*,Spouse not present,*,Unmarried,*,Female,0,0,32,*,<=50K
5893,6061,*,*,34572,*,*,Spouse present,*,Husband,*,Male,0,0,55,*,<=50K
5894,6062,*,*,43408,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5895,6063,*,*,105787,*,*,Spouse not present,*,Own-child,*,Male,0,0,40,*,<=50K
5896,6064,*,*,90693,*,*,Spouse present,*,Husband,*,Male,0,0,70,*,<=50K
5897,6065,*,*,285575,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5898,6066,*,*,56482,*,*,Spouse present,*,Husband,*,Male,7688,0,50,*,>50K
5899,6067,*,*,496025,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5900,6068,*,*,382764,*,*,Spouse not present,*,Own-child,*,Male,0,0,40,*,<=50K
5901,6069,*,*,259284,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,50,*,<=50K
5902,6070,*,*,185385,*,*,Spouse present,*,Husband,*,Male,0,0,98,*,<=50K
5903,6071,*,*,286836,*,*,Spouse present,*,Husband,*,Male,0,0,8,*,<=50K
5904,6072,*,*,139145,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,60,*,<=50K
5905,6073,*,*,44246,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5906,6074,*,*,169611,*,*,Spouse not present,*,Unmarried,*,Female,0,0,40,*,<=50K
5907,6075,*,*,133403,*,*,Spouse present,*,Husband,*,Male,0,0,55,*,<=50K
5908,6076,*,*,187327,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,*,<=50K
5909,6077,*,*,180032,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,40,*,<=50K
5910,6078,*,*,46561,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,60,*,<=50K
5911,6079,*,*,86065,*,*,Spouse not present,*,Not-in-family,*,Female,0,0,30,*,<=50K
5912,6080,*,*,256014,*,*,Spouse present,*,Husband,*,Male,0,0,60,*,<=50K
5913,6081,*,*,188403,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,40,*,<=50K
5914,6082,*,*,396758,*,*,Spouse present,*,Wife,*,Female,0,1887,70,*,>50K
5915,6083,*,*,60485,*,*,Spouse not present,*,Own-child,*,Female,0,0,30,*,<=50K
5916,6084,*,*,271276,*,*,Spouse present,*,Husband,*,Male,0,0,80,*,>50K
5917,6085,*,*,229525,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5918,6086,*,*,34574,*,*,Spouse present,*,Husband,*,Male,0,0,43,*,<=50K
5919,6087,*,*,112432,*,*,Spouse not present,*,Own-child,*,Male,0,0,10,*,<=50K
5920,6088,*,*,105312,*,*,Spouse not present,*,Own-child,*,Female,0,0,18,*,<=50K
5921,6089,*,*,221396,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5922,6090,*,*,304872,*,*,Spouse not present,*,Unmarried,*,Female,0,0,40,*,<=50K
5923,6091,*,*,319733,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5924,6092,*,*,176012,*,*,Spouse present,*,Wife,*,Female,0,0,23,*,<=50K
5925,6093,*,*,213750,*,*,Spouse not present,*,Not-in-family,*,Male,0,0,45,*,<=50K
5926,6094,*,*,248384,*,*,Spouse not present,*,Unmarried,*,Female,0,0,40,*,<=50K
5927,6095,*,*,351187,*,*,Spouse not present,*,Unmarried,*,Male,0,0,40,*,<=50K
5928,6096,*,*,138179,*,*,Spouse not present,*,Not-in-family,*,Male,0,1876,40,*,<=50K
5929,6097,*,*,50223,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5930,6098,*,*,117477,*,*,Spouse not present,*,Unmarried,*,Female,0,0,36,*,<=50K
5931,6099,*,*,194360,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5932,6100,*,*,118108,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5933,6101,*,*,90730,*,*,Spouse present,*,Husband,*,Male,0,1977,40,*,>50K
5934,6102,*,*,38307,*,*,Spouse not present,*,Own-child,*,Male,0,0,30,*,<=50K
5935,6103,*,*,116391,*,*,Spouse present,*,Husband,*,Male,0,0,40,*,<=50K
5936,6104,*,*,210496,*,*,Spouse not present,*,Unmarried,*,Female,0,0,40,*,<=50K
