,index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
2602,4648,"[0, 40[",Private,195994,Higher education,10,Spouse not present,*,Not-in-family,*,Female,0,0,15,United-States,<=50K
2603,4650,"[0, 40[",Private,73514,Secondary education,9,Spouse not present,*,Own-child,*,Female,0,0,40,United-States,<=50K
2604,4651,"[0, 40[",Private,288049,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,45,United-States,<=50K
2605,4653,"[0, 40[",Private,155343,Secondary education,9,Spouse present,*,Husband,*,Male,5013,0,40,United-States,<=50K
2606,4654,"[0, 40[",Private,401104,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,50,United-States,>50K
2607,4657,"[40, 80[",Private,113995,Higher education,13,Spouse present,*,Husband,*,Male,0,0,45,United-States,>50K
2608,4659,"[0, 40[",Private,111499,Higher education,10,Spouse present,*,Husband,*,Male,7298,0,50,United-States,>50K
2609,4660,"[0, 40[",Private,34374,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,0,50,United-States,<=50K
2610,4661,"[40, 80[",Private,162187,Higher education,13,Spouse present,*,Husband,*,Male,0,0,52,United-States,>50K
2611,4662,"[0, 40[",Local-gov,147654,Higher education,11,Spouse present,*,Husband,*,Male,0,0,60,United-States,<=50K
2612,4664,"[0, 40[",Private,183970,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
2613,4665,"[0, 40[",Private,332588,Secondary education,9,Spouse not present,*,Unmarried,*,Female,0,0,30,United-States,<=50K
2614,4668,"[40, 80[",Private,162632,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,45,United-States,<=50K
2615,4669,"[0, 40[",Local-gov,91711,Higher education,13,Spouse present,*,Husband,*,Male,0,0,50,United-States,>50K
2616,4670,"[0, 40[",Private,198003,Higher education,10,Spouse present,*,Husband,*,Male,7298,0,50,United-States,>50K
2617,4672,"[0, 40[",Private,262778,Higher education,13,Spouse not present,*,Not-in-family,*,Female,6849,0,50,United-States,<=50K
2618,4673,"[40, 80[",Private,102470,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2619,4674,"[40, 80[",Self-emp-not-inc,123170,Higher education,10,Spouse present,*,Husband,*,Male,0,0,10,United-States,<=50K
2620,4675,"[0, 40[",Private,164243,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,60,United-States,>50K
2621,4676,"[0, 40[",Private,262511,Secondary education,7,Spouse not present,*,Own-child,*,Male,0,0,20,United-States,<=50K
2622,4677,"[40, 80[",Private,51170,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,55,United-States,<=50K
2623,4679,"[0, 40[",Private,123727,Secondary education,9,Spouse not present,*,Other-relative,*,Female,0,0,40,United-States,<=50K
2624,4680,"[0, 40[",Private,173175,Higher education,13,Spouse present,*,Husband,*,Male,15024,0,50,United-States,>50K
2625,4681,"[0, 40[",Self-emp-not-inc,120301,Higher education,10,Spouse present,*,Husband,*,Male,0,0,45,United-States,<=50K
2626,4684,"[0, 40[",Private,36235,Higher education,12,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
2627,4688,"[0, 40[",?,249087,Higher education,10,Spouse not present,*,Own-child,*,Female,0,0,40,United-States,<=50K
2628,4689,"[0, 40[",Private,152940,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2629,4694,"[40, 80[",Private,155659,Higher education,10,Spouse present,*,Husband,*,Male,15024,0,45,United-States,>50K
2630,4695,"[0, 40[",Local-gov,190228,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2631,4696,"[0, 40[",Private,216178,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2632,4699,"[40, 80[",Private,227386,Secondary education,6,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2633,4702,"[0, 40[",Private,57957,Secondary education,9,Spouse not present,*,Own-child,*,Female,0,0,15,United-States,<=50K
2634,4706,"[40, 80[",Private,216292,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,43,United-States,<=50K
2635,4707,"[0, 40[",Self-emp-not-inc,131298,Secondary education,6,Spouse present,*,Husband,*,Male,0,0,48,United-States,<=50K
2636,4708,"[0, 40[",Private,386378,Higher education,10,Spouse not present,*,Own-child,*,Male,0,0,20,United-States,<=50K
2637,4709,"[0, 40[",Private,179668,Higher education,13,Spouse present,*,Husband,*,Male,0,0,50,United-States,>50K
2638,4712,"[0, 40[",Private,215247,Higher education,10,Spouse not present,*,Own-child,*,Female,0,0,20,United-States,<=50K
2639,4713,"[0, 40[",Federal-gov,125856,Secondary education,9,Spouse not present,*,Unmarried,*,Male,0,0,40,United-States,<=50K
2640,4714,"[0, 40[",Private,74631,Higher education,10,Spouse not present,*,Own-child,*,Female,0,0,13,United-States,<=50K
2641,4715,"[0, 40[",Private,24008,Secondary education,9,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
2642,4716,"[0, 40[",State-gov,354591,Secondary education,9,Spouse not present,*,Unmarried,*,Female,114,0,38,United-States,<=50K
2643,4717,"[0, 40[",Private,155343,Secondary education,9,Spouse present,*,Husband,*,Male,0,1848,50,United-States,>50K
2644,4719,"[0, 40[",Private,245361,Higher education,13,Spouse not present,*,Not-in-family,*,Female,0,0,25,United-States,<=50K
2645,4721,"[40, 80[",?,204486,Higher education,13,Spouse present,*,Husband,*,Male,0,0,8,United-States,>50K
2646,4723,"[0, 40[",Private,211334,Higher education,10,Spouse present,*,Husband,*,Male,2407,0,65,United-States,<=50K
2647,4725,"[0, 40[",Private,126550,Secondary education,9,Spouse not present,*,Other-relative,*,Male,0,0,40,United-States,<=50K
2648,4727,"[0, 40[",Private,114224,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
2649,4728,"[0, 40[",State-gov,64292,Higher education,13,Spouse not present,*,Own-child,*,Female,0,0,43,United-States,<=50K
2650,4730,"[40, 80[",Local-gov,219775,Secondary education,9,Spouse not present,*,Unmarried,*,Female,0,0,38,United-States,<=50K
2651,4731,"[40, 80[",Private,212894,Secondary education,9,Spouse not present,*,Other-relative,*,Male,0,0,40,United-States,<=50K
2652,4735,"[0, 40[",Private,324637,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,0,42,United-States,<=50K
2653,4736,"[0, 40[",Private,163620,Secondary education,9,Spouse present,*,Husband,*,Male,7298,0,84,United-States,>50K
2654,4737,"[0, 40[",Private,194200,Higher education,10,Spouse not present,*,Own-child,*,Male,0,0,45,United-States,<=50K
2655,4738,"[0, 40[",State-gov,129200,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
2656,4740,"[0, 40[",Private,135312,Higher education,13,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,>50K
2657,4742,"[0, 40[",Local-gov,226443,Higher education,14,Spouse present,*,Husband,*,Male,0,1887,45,United-States,>50K
2658,4743,"[40, 80[",Private,110871,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2659,4746,"[0, 40[",Private,78870,Higher education,13,Spouse not present,*,Not-in-family,*,Male,8614,0,40,United-States,>50K
2660,4747,"[40, 80[",Private,107762,Higher education,14,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
2661,4750,"[40, 80[",Self-emp-inc,208452,Higher education,10,Spouse present,*,Husband,*,Male,0,0,35,United-States,>50K
2662,4752,"[40, 80[",?,199947,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,32,United-States,<=50K
2663,4756,"[0, 40[",Self-emp-not-inc,39369,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2664,4757,"[0, 40[",Federal-gov,196348,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2665,4758,"[0, 40[",Private,340917,Secondary education,9,Spouse not present,*,Unmarried,*,Male,14344,0,40,United-States,>50K
2666,4761,"[0, 40[",Federal-gov,127651,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
2667,4762,"[0, 40[",Private,315128,Higher education,10,Spouse not present,*,Not-in-family,*,Female,0,0,52,United-States,<=50K
2668,4766,"[40, 80[",?,203821,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2669,4767,"[0, 40[",Private,250051,Higher education,10,Spouse not present,*,Own-child,*,Female,0,0,10,United-States,<=50K
2670,4770,"[0, 40[",Private,130849,Secondary education,7,Spouse not present,*,Own-child,*,Female,0,0,8,United-States,<=50K
2671,4771,"[0, 40[",Local-gov,43959,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,50,United-States,<=50K
2672,4776,"[0, 40[",Private,164190,Higher education,10,Spouse present,*,Husband,*,Male,0,0,50,United-States,>50K
2673,4777,"[0, 40[",Private,287988,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,0,20,United-States,<=50K
2674,4779,"[0, 40[",Private,83891,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
2675,4780,"[40, 80[",Private,65087,Higher education,14,Spouse present,*,Husband,*,Male,15024,0,50,United-States,>50K
2676,4782,"[40, 80[",?,182378,Higher education,13,Spouse present,*,Husband,*,Male,9386,0,60,United-States,>50K
2677,4783,"[0, 40[",Private,278870,Higher education,10,Spouse not present,*,Own-child,*,Male,0,0,16,United-States,<=50K
2678,4787,"[40, 80[",Private,263568,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2679,4788,"[0, 40[",Private,117381,Higher education,14,Spouse present,*,Husband,*,Male,0,0,45,United-States,<=50K
2680,4789,"[40, 80[",Federal-gov,83411,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2681,4790,"[40, 80[",Self-emp-not-inc,49156,Higher education,10,Spouse present,*,Husband,*,Male,0,0,20,United-States,<=50K
2682,4791,"[40, 80[",Private,421449,Secondary education,9,Spouse not present,*,Unmarried,*,Female,0,0,40,United-States,<=50K
2683,4792,"[0, 40[",Private,238944,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2684,4793,"[40, 80[",Private,188982,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,20,United-States,>50K
2685,4794,"[40, 80[",Private,175925,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,48,United-States,<=50K
2686,4795,"[0, 40[",Private,164190,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2687,4796,"[0, 40[",Private,232914,Higher education,11,Spouse not present,*,Own-child,*,Female,0,0,40,United-States,<=50K
2688,4797,"[40, 80[",Self-emp-inc,120121,Higher education,13,Spouse present,*,Husband,*,Male,0,0,50,United-States,>50K
2689,4798,"[0, 40[",Local-gov,180805,Secondary education,9,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
2690,4802,"[0, 40[",Private,290528,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2691,4804,"[40, 80[",Private,34186,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,70,United-States,<=50K
2692,4806,"[0, 40[",Private,183892,Secondary education,9,Spouse not present,*,Not-in-family,*,Male,8614,0,45,United-States,>50K
2693,4808,"[40, 80[",State-gov,55938,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
2694,4811,"[0, 40[",Private,150361,Higher education,13,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
2695,4814,"[0, 40[",Private,205204,Secondary education,9,Spouse not present,*,Own-child,*,Female,0,0,40,United-States,<=50K
2696,4816,"[0, 40[",Private,112115,Higher education,13,Spouse present,*,Husband,*,Male,0,0,50,United-States,>50K
2697,4817,"[0, 40[",Private,116531,Higher education,13,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
2698,4818,"[0, 40[",?,202994,Higher education,10,Spouse not present,*,Own-child,*,Female,0,0,16,United-States,<=50K
2699,4820,"[0, 40[",Private,341294,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2700,4823,"[0, 40[",Private,424988,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,45,United-States,<=50K
2701,4825,"[40, 80[",Private,168232,Higher education,10,Spouse present,*,Husband,*,Male,0,0,44,United-States,>50K
2702,4831,"[40, 80[",Private,398067,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
2703,4832,"[40, 80[",Private,29658,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
2704,4833,"[0, 40[",Private,154966,Higher education,10,Spouse present,*,Husband,*,Male,0,0,50,United-States,>50K
2705,4837,"[0, 40[",Private,117983,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
2706,4840,"[0, 40[",Private,315877,Secondary education,9,Spouse not present,*,Unmarried,*,Male,0,2001,40,United-States,<=50K
2707,4843,"[0, 40[",Federal-gov,289653,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2708,4845,"[0, 40[",Federal-gov,67317,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2709,4846,"[40, 80[",Private,77764,Higher education,12,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2710,4847,"[0, 40[",Private,253438,Higher education,10,Spouse present,*,Husband,*,Male,0,0,60,United-States,>50K
2711,4849,"[40, 80[",Self-emp-not-inc,83064,Higher education,13,Spouse present,*,Husband,*,Male,0,0,60,United-States,<=50K
2712,4850,"[40, 80[",Self-emp-not-inc,376973,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,42,United-States,>50K
2713,4852,"[40, 80[",Local-gov,159449,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2714,4853,"[0, 40[",Private,168288,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
2715,4855,"[0, 40[",Private,275190,Secondary education,9,Spouse not present,*,Own-child,*,Female,0,0,40,United-States,<=50K
2716,4856,"[0, 40[",Private,189838,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,50,United-States,<=50K
2717,4857,"[40, 80[",Self-emp-inc,101338,Higher education,13,Spouse present,*,Husband,*,Male,0,0,20,United-States,<=50K
2718,4858,"[40, 80[",Private,331894,Higher education,10,Spouse present,*,Husband,*,Male,0,0,60,United-States,>50K
2719,4859,"[0, 40[",Self-emp-not-inc,40293,Secondary education,9,Spouse not present,*,Other-relative,*,Male,0,0,40,United-States,<=50K
2720,4862,"[0, 40[",Private,46385,Secondary education,9,Spouse present,*,Husband,*,Male,5178,0,90,United-States,>50K
2721,4863,"[40, 80[",State-gov,363591,Higher education,11,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2722,4865,"[0, 40[",State-gov,182556,Higher education,13,Spouse present,*,Husband,*,Male,0,1887,45,United-States,>50K
2723,4867,"[40, 80[",Private,190747,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2724,4868,"[0, 40[",Private,162869,Higher education,10,Spouse not present,*,Other-relative,*,Male,0,0,65,United-States,<=50K
2725,4869,"[0, 40[",Private,141229,Higher education,10,Spouse not present,*,Not-in-family,*,Female,0,0,50,United-States,<=50K
2726,4870,"[40, 80[",Self-emp-not-inc,174216,Higher education,15,Spouse present,*,Husband,*,Male,0,0,38,United-States,>50K
2727,4871,"[0, 40[",Private,366416,Secondary education,9,Spouse not present,*,Own-child,*,Female,0,0,40,United-States,<=50K
2728,4872,"[0, 40[",Private,172538,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,50,United-States,>50K
2729,4873,"[0, 40[",Private,193026,Higher education,13,Spouse present,*,Husband,*,Male,0,0,45,United-States,>50K
2730,4875,"[40, 80[",Local-gov,337768,Higher education,14,Spouse present,*,Husband,*,Male,0,0,50,United-States,>50K
2731,4876,"[0, 40[",Local-gov,179059,Higher education,13,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
2732,4877,"[40, 80[",Federal-gov,99549,Higher education,10,Spouse not present,*,Unmarried,*,Female,0,0,40,United-States,<=50K
2733,4882,"[0, 40[",Private,206351,Secondary education,6,Spouse present,*,Husband,*,Male,5013,0,40,United-States,<=50K
2734,4883,"[0, 40[",Private,282304,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,0,45,United-States,<=50K
2735,4885,"[40, 80[",Self-emp-inc,142719,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
2736,4887,"[0, 40[",Federal-gov,159548,Higher education,12,Spouse not present,*,Unmarried,*,Female,0,0,40,United-States,<=50K
2737,4888,"[40, 80[",Private,91209,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
2738,4889,"[0, 40[",Private,196564,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,45,United-States,<=50K
2739,4890,"[40, 80[",Self-emp-not-inc,149220,Higher education,10,Spouse present,*,Husband,*,Male,0,0,75,United-States,<=50K
2740,4891,"[0, 40[",Private,169699,Higher education,10,Spouse not present,*,Not-in-family,*,Female,0,0,35,United-States,<=50K
2741,4892,"[0, 40[",Private,218215,Higher education,12,Spouse not present,*,Own-child,*,Female,0,0,35,United-States,<=50K
2742,4894,"[40, 80[",Private,55720,Higher education,14,Spouse present,*,Husband,*,Male,0,0,45,United-States,>50K
2743,4895,"[0, 40[",Self-emp-inc,257250,Secondary education,9,Spouse not present,*,Not-in-family,*,Male,0,0,50,United-States,<=50K
2744,4896,"[0, 40[",Private,194630,Secondary education,9,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
2745,4897,"[0, 40[",Private,398931,Higher education,13,Spouse present,*,Husband,*,Male,0,1485,50,United-States,>50K
2746,4898,"[0, 40[",Self-emp-not-inc,362062,Higher education,15,Spouse present,*,Husband,*,Male,99999,0,50,United-States,>50K
2747,4899,"[40, 80[",Local-gov,101593,Higher education,14,Spouse not present,*,Not-in-family,*,Male,0,1876,42,United-States,<=50K
2748,4900,"[0, 40[",Private,196266,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
2749,4902,"[40, 80[",Private,97842,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2750,4903,"[40, 80[",Private,86837,Secondary education,9,Spouse present,*,Husband,*,Male,0,1902,40,United-States,>50K
2751,4904,"[0, 40[",Private,57324,Secondary education,6,Spouse not present,*,Own-child,*,Male,0,0,30,United-States,<=50K
2752,4907,"[0, 40[",Private,38468,Higher education,10,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
2753,4908,"[40, 80[",Local-gov,188808,Higher education,11,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
2754,4910,"[40, 80[",Private,187322,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,48,United-States,<=50K
2755,4911,"[0, 40[",Private,107578,Higher education,13,Spouse not present,*,Own-child,*,Female,2174,0,40,United-States,<=50K
2756,4912,"[0, 40[",Private,168680,Higher education,10,Spouse not present,*,Own-child,*,Female,0,0,40,United-States,<=50K
2757,4914,"[0, 40[",Private,360799,Secondary education,9,Spouse present,*,Husband,*,Male,7298,0,40,United-States,>50K
2758,4918,"[40, 80[",Self-emp-not-inc,443508,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,50,United-States,<=50K
2759,4920,"[40, 80[",Private,178983,Secondary education,9,Spouse present,*,Wife,*,Female,0,0,40,United-States,<=50K
2760,4921,"[0, 40[",Private,143068,Higher education,10,Spouse present,*,Husband,*,Male,2407,0,50,United-States,<=50K
2761,4922,"[0, 40[",Local-gov,247328,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
2762,4923,"[40, 80[",Private,201732,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
2763,4924,"[0, 40[",Private,246829,Secondary education,9,Spouse not present,*,Unmarried,*,Female,0,0,40,United-States,<=50K
2764,4929,"[40, 80[",Self-emp-not-inc,187164,Secondary education,9,Spouse not present,*,Unmarried,*,Male,0,0,60,United-States,<=50K
2765,4931,"[0, 40[",Private,291429,Secondary education,9,Spouse not present,*,Own-child,*,Female,0,0,25,United-States,<=50K
2766,4932,"[0, 40[",Private,213179,Higher education,10,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,>50K
2767,4934,"[0, 40[",Private,297154,Secondary education,9,Spouse present,*,Husband,*,Male,2407,0,40,United-States,<=50K
2768,4935,"[40, 80[",Federal-gov,68493,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
2769,4939,"[0, 40[",State-gov,286310,Secondary education,9,Spouse present,*,Own-child,*,Female,0,0,40,United-States,<=50K
2770,4940,"[0, 40[",Private,207202,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,48,United-States,>50K
2771,4941,"[0, 40[",Self-emp-inc,132601,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
2772,4942,"[0, 40[",?,139183,Secondary education,6,Spouse not present,*,Own-child,*,Female,0,0,15,United-States,<=50K
2773,4943,"[40, 80[",Private,160785,Higher education,11,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
2774,4944,"[40, 80[",Private,117849,Higher education,10,Spouse present,*,Husband,*,Male,15024,0,40,United-States,>50K
2775,4945,"[0, 40[",Local-gov,225605,Higher education,10,Spouse present,*,Husband,*,Male,0,0,44,United-States,<=50K
2776,4946,"[0, 40[",Private,190290,Higher education,13,Spouse not present,*,Not-in-family,*,Male,0,0,60,United-States,<=50K
2777,4947,"[40, 80[",Private,164799,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
2778,4949,"[40, 80[",Private,160785,Higher education,13,Spouse present,*,Husband,*,Male,0,0,60,United-States,>50K
2779,4951,"[40, 80[",Private,168538,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,60,United-States,>50K
2780,4952,"[40, 80[",Self-emp-inc,204205,Higher education,10,Spouse present,*,Husband,*,Male,0,0,50,United-States,>50K
2781,4953,"[40, 80[",Private,142287,Higher education,10,Spouse present,*,Husband,*,Male,0,1902,50,United-States,>50K
2782,4954,"[0, 40[",Private,169926,Secondary education,9,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
2783,4958,"[0, 40[",?,293136,Higher education,10,Spouse not present,*,Own-child,*,Female,0,0,35,United-States,<=50K
2784,4963,"[40, 80[",Private,169180,Higher education,14,Spouse not present,*,Not-in-family,*,Female,0,0,35,United-States,<=50K
2785,4964,"[40, 80[",Self-emp-not-inc,193451,Higher education,10,Spouse present,*,Husband,*,Male,0,0,45,United-States,<=50K
2786,4966,"[0, 40[",Private,138892,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
2787,4970,"[40, 80[",?,203953,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
2788,4971,"[40, 80[",State-gov,29696,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2789,4974,"[40, 80[",Private,282023,Higher education,15,Spouse present,*,Husband,*,Male,0,0,45,United-States,>50K
2790,4975,"[0, 40[",Private,77760,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,45,United-States,<=50K
2791,4977,"[40, 80[",Private,414994,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2792,4982,"[0, 40[",?,99543,Higher education,10,Spouse not present,*,Own-child,*,Male,0,0,20,United-States,<=50K
2793,4983,"[0, 40[",Private,117963,Higher education,15,Spouse present,*,Husband,*,Male,0,0,50,United-States,>50K
2794,4984,"[0, 40[",Private,194652,Secondary education,9,Spouse not present,*,Own-child,*,Male,0,0,40,United-States,<=50K
2795,4985,"[0, 40[",Private,299705,Higher education,10,Spouse not present,*,Unmarried,*,Male,0,0,37,United-States,<=50K
2796,4986,"[0, 40[",Federal-gov,27433,Secondary education,8,Spouse not present,*,Own-child,*,Female,0,0,30,United-States,<=50K
2797,4987,"[40, 80[",Local-gov,39986,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2798,4988,"[40, 80[",Self-emp-inc,135342,Higher education,10,Spouse present,*,Husband,*,Male,0,0,50,United-States,>50K
2799,4992,"[0, 40[",Private,35633,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2800,4993,"[0, 40[",Private,74568,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
2801,4994,"[0, 40[",Private,214816,Higher education,13,Spouse present,*,Husband,*,Male,0,0,60,United-States,<=50K
2802,4996,"[0, 40[",Private,259425,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
2803,4997,"[40, 80[",Self-emp-inc,212120,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
2804,4998,"[0, 40[",Private,245880,Secondary education,9,Spouse not present,*,Not-in-family,*,Male,0,0,60,United-States,<=50K
2805,5003,"[0, 40[",Private,161674,Secondary education,9,Spouse not present,*,Unmarried,*,Female,0,0,40,United-States,<=50K
2806,5004,"[0, 40[",Private,62346,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2807,5005,"[40, 80[",Private,227236,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,50,United-States,<=50K
2808,5006,"[0, 40[",Private,283033,Secondary education,7,Spouse not present,*,Not-in-family,*,Male,0,0,40,United-States,<=50K
2809,5007,"[40, 80[",Self-emp-not-inc,298249,Higher education,13,Spouse present,*,Husband,*,Male,10605,0,40,United-States,>50K
2810,5013,"[40, 80[",Local-gov,142719,Higher education,14,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
2811,5015,"[0, 40[",Private,141410,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2812,5017,"[0, 40[",Private,198813,Secondary education,9,Spouse not present,*,Own-child,*,Female,0,0,40,United-States,<=50K
2813,5018,"[0, 40[",Federal-gov,129707,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,0,50,United-States,<=50K
2814,5020,"[0, 40[",?,30246,Higher education,10,Spouse not present,*,Own-child,*,Female,0,0,20,United-States,<=50K
2815,5021,"[40, 80[",Private,173981,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
2816,5022,"[40, 80[",Private,108506,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,60,United-States,<=50K
2817,5023,"[0, 40[",Private,134886,Higher education,10,Spouse not present,*,Not-in-family,*,Female,0,0,40,United-States,<=50K
2818,5024,"[40, 80[",Federal-gov,181970,Secondary education,9,Spouse present,*,Husband,*,Male,0,1672,40,United-States,<=50K
2819,5026,"[40, 80[",Local-gov,196013,Higher education,13,Spouse present,*,Husband,*,Male,0,0,40,United-States,>50K
2820,5029,"[0, 40[",Private,121037,Secondary education,8,Spouse not present,*,Own-child,*,Female,0,0,15,United-States,<=50K
2821,5031,"[40, 80[",Self-emp-not-inc,147589,Higher education,13,Spouse present,*,Husband,*,Male,0,0,30,United-States,>50K
2822,5032,"[0, 40[",Private,24008,Higher education,10,Spouse not present,*,Not-in-family,*,Male,0,0,24,United-States,<=50K
2823,5033,"[40, 80[",Self-emp-inc,123838,Higher education,15,Spouse present,*,Husband,*,Male,0,1977,50,United-States,>50K
2824,5034,"[40, 80[",Self-emp-not-inc,175456,Secondary education,9,Spouse present,*,Husband,*,Male,0,0,50,United-States,<=50K
2825,5037,"[0, 40[",Private,134566,Higher education,13,Spouse present,*,Husband,*,Male,0,0,45,United-States,<=50K
2826,5039,"[40, 80[",Federal-gov,44822,Higher education,10,Spouse present,*,Husband,*,Male,0,0,40,United-States,<=50K
